030480;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
030583;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
030589;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
030590;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
030620;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
030670;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
030690;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
030750;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
030830;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
030836;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
030870;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
031040;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
031110;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
031240;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
031260;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
031270;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
031380;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
031580;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
031599;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
031850;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
032004;PRIVATE LABEL;TBI BANK;DEBIT;;BULGARIA;BG;BGR;100;;;19;PERSONAL;N
032005;PRIVATE LABEL;TBI BANK;DEBIT;;BULGARIA;BG;BGR;100;;;19;PERSONAL;N
032040;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
032050;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
032115;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
032390;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
032400;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
032420;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
032440;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
032500;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
032630;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
032681;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
032682;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
032685;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
032968;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
033320;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
033870;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
033990;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
034000;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
034029;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
034030;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
034253;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
034310;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
034400;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
034420;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
034880;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
034938;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
035000;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
035899;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
035980;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
035990;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
040094;PRIVATE LABEL;BNP PARIBAS FORTIS;;;BELGIUM;BE;BEL;56;HTTP://WWW.BNPPARIBASFORTIS.BE;02 762 60 00;19;PERSONAL;N
042005;PRIVATE LABEL;TBI BANK;DEBIT;;BULGARIA;BG;BGR;100;;;19;PERSONAL;N
050000;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
050340;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
050349;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
050360;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
050409;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
050489;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
050800;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
051040;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
051169;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
051425;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
051429;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
051560;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
052160;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
052560;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
052620;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
052960;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
052970;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
053089;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
053365;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
053366;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
053720;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
053850;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
053870;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
053901;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
053920;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
054140;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
054240;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
054280;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
054840;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
054960;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
055500;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
055840;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
055849;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
056400;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
056760;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
056960;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
057041;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
057155;PRIVATE LABEL;CHINA MERCHANTS BANK;CREDIT;STANDARD;CHINA;CN;CHN;156;HTTP://ENGLISH.CMBCHINA.COM/;95555;19;PERSONAL;N
057488;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
057720;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
057725;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
057878;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
057920;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
058240;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
058569;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
060108;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
060300;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
060301;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
060400;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
060450;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
060500;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
060550;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
060552;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
060600;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
060650;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
060800;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
060850;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
060900;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
060950;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
061100;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
061150;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
061300;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
061450;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
061500;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
061551;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
061600;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
061650;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
061700;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
061750;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
061950;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
061952;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
062200;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
062258;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
062306;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
062307;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
062308;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
062450;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
062600;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
062700;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
062800;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
062950;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
063100;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
063150;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
063408;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
063458;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
063700;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
063800;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
063858;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
069060;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
069150;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
069300;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
072005;PRIVATE LABEL;TBI BANK;DEBIT;;BULGARIA;BG;BGR;100;;;19;PERSONAL;N
080000;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
080004;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
084250;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
084610;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
085620;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
089310;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
095008;PAGOBANCOMAT;;DEBIT;;ITALY;IT;ITA;380;;;16;PERSONAL;N
100001;LOCAL BRAND;STATE BANK OF INDIA;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://SBI.CO.IN/;1800 11 2211;16;PERSONAL;N
100002;LOCAL BRAND;STATE BANK OF INDIA;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://SBI.CO.IN/;1800 11 2211;16;PERSONAL;N
100003;LOCAL BRAND;FEDERAL BANK;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://WWW.FEDERALBANK.CO.IN/;1800-420-1199;16;PERSONAL;N
100004;LOCAL BRAND;CENTRAL BANK OF INDIA;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://WWW.CENTRALBANKOFINDIA.CO.IN/;1800 22 1911;16;PERSONAL;N
100005;LOCAL BRAND;BANK OF INDIA;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://WWW.BANKOFINDIA.CO.IN/;18 001 031 906;16;PERSONAL;N
100006;LOCAL BRAND;UCO BANK;DEBIT;PREPAID;INDIA;IN;IND;356;HTTPS://WWW.UCOBANK.COM/;18 002 740 123;16;PERSONAL;N
100007;LOCAL BRAND;RBL BANK;DEBIT;PREPAID;INDIA;IN;IND;356;HTTPS://WWW.RBLBANK.COM/;912 261 156 300;16;PERSONAL;N
100008;LOCAL BRAND;BANK OF INDIA;DEBIT;PREPAID;INDIA;IN;IND;356;HTTPS://WWW.BANKOFINDIA.CO.IN/;18 001 031 906;16;PERSONAL;N
100011;LOCAL BRAND;RBL BANK;DEBIT;PREPAID;INDIA;IN;IND;356;HTTPS://WWW.RBLBANK.COM/;912 261 156 300;16;PERSONAL;N
100013;LOCAL BRAND;ANDHRA BANK;DEBIT;PREPAID RELOADABLE;INDIA;IN;IND;356;HTTPS://WWW.ANDHRABANK.IN/;18 004 251 515;16;PERSONAL;N
100014;LOCAL BRAND;CANARA BANK;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://WWW.CANARABANK.COM/;18 004 250 018;16;PERSONAL;N
100015;LOCAL BRAND;CANARA BANK;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://WWW.CANARABANK.COM/;18 004 250 018;16;PERSONAL;N
100016;LOCAL BRAND;STATE BANK OF INDIA;DEBIT;PLATINUM;INDIA;IN;IND;356;HTTPS://SBI.CO.IN/;1800 11 2211;16;PERSONAL;N
100017;LOCAL BRAND;STATE BANK OF INDIA;DEBIT;PLATINUM;INDIA;IN;IND;356;HTTPS://SBI.CO.IN/;1800 11 2211;16;PERSONAL;N
100018;LOCAL BRAND;STATE BANK OF INDIA;DEBIT;PLATINUM;INDIA;IN;IND;356;HTTPS://SBI.CO.IN/;1800 11 2211;16;PERSONAL;N
100019;LOCAL BRAND;AXIS BANK;DEBIT;PREPAID RELOADABLE;INDIA;IN;IND;356;HTTP://WWW.AXISBANK.COM/;18 002 335 577;16;PERSONAL;N
100020;LOCAL BRAND;PUNJAB NATIONAL BANK;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://WWW.PNBINDIA.IN/;18 001 802 222;16;PERSONAL;N
100021;LOCAL BRAND;STATE BANK OF INDIA;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://SBI.CO.IN/;1800 11 2211;16;PERSONAL;N
100022;LOCAL BRAND;STATE BANK OF INDIA;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://SBI.CO.IN/;1800 11 2211;16;PERSONAL;N
100023;LOCAL BRAND;STATE BANK OF INDIA;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://SBI.CO.IN/;1800 11 2211;16;PERSONAL;N
100024;LOCAL BRAND;DHANLAXMI BANK;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTP://WWW.DHANBANK.COM/;91-487-6617000;16;PERSONAL;N
100025;LOCAL BRAND;CANARA BANK;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://WWW.CANARABANK.COM/;18 004 250 018;16;PERSONAL;N
100026;LOCAL BRAND;BANK OF INDIA;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://WWW.BANKOFINDIA.CO.IN/;18 001 031 906;16;PERSONAL;N
100027;LOCAL BRAND;UNITED BANK OF INDIA;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://WWW.UNITEDBANK.CO.IN/;1800-345-0345;16;PERSONAL;N
100030;LOCAL BRAND;YES BANK;DEBIT;PREPAID;INDIA;IN;IND;356;HTTPS://WWW.YESBANK.IN/;1 (877) 659-8044;16;PERSONAL;N
100031;LOCAL BRAND;AXIS BANK;DEBIT;PREPAID;INDIA;IN;IND;356;HTTP://WWW.AXISBANK.COM/;18 002 335 577;16;PERSONAL;N
100032;LOCAL BRAND;YES BANK;DEBIT;PREPAID RELOADABLE;INDIA;IN;IND;356;HTTPS://WWW.YESBANK.IN/;1 (877) 659-8044;16;PERSONAL;N
100033;LOCAL BRAND;ANDHRA BANK;DEBIT;PREPAID;INDIA;IN;IND;356;HTTPS://WWW.ANDHRABANK.IN/;18 004 251 515;16;PERSONAL;N
100034;LOCAL BRAND;CANARA BANK;DEBIT;PLATINUM;INDIA;IN;IND;356;HTTPS://WWW.CANARABANK.COM/;18 004 250 018;16;PERSONAL;N
100035;LOCAL BRAND;PUNJAB NATIONAL BANK;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://WWW.PNBINDIA.IN/;18 001 802 222;16;PERSONAL;N
100036;LOCAL BRAND;STATE BANK OF INDIA;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://SBI.CO.IN/;1800 11 2211;16;PERSONAL;N
100037;LOCAL BRAND;SHAMRAO VITHAL CO-OPERATIVE BANK;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://WWW.SVCBANK.COM/;+91 22 6699 9701;16;PERSONAL;N
100038;LOCAL BRAND;ICICI BANK;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://WWW.ICICIBANK.COM/;1 (866) 424-2448;16;PERSONAL;N
100039;LOCAL BRAND;STATE BANK OF INDIA;DEBIT;CLASSIC;INDIA;IN;IND;356;HTTPS://SBI.CO.IN/;1800 11 2211;16;PERSONAL;N
100075;PRIVATE LABEL;CHINA CITIC BANK;DEBIT;;CHINA;CN;CHN;156;HTTPS://WWW.CNCBINTERNATIONAL.COM/;22 876 767;19;PERSONAL;N
100100;UATP;AMERICAN AIRLINES (AA);CREDIT;UATP;UNITED STATES;US;USA;840;HTTPS://WWW.AA.COM/;800-433-7300;15;COMMERCIAL;N
100101;UATP;AMERICAN AIRLINES (AA);CREDIT;UATP;UNITED STATES;US;USA;840;HTTPS://WWW.AA.COM/;800-433-7300;15;COMMERCIAL;N
100102;UATP;AMERICAN AIRLINES (AA);CREDIT;UATP;UNITED STATES;US;USA;840;HTTPS://WWW.AA.COM/;800-433-7300;15;COMMERCIAL;N
